_id,transaction_id,date,customer_id,items,total_amount,payment_method,location
668c4ebdd02642dcaf9f49f7,890e61f5-e3c3-4df4-ae7e-8ef1ba423f85,2024-06-16 14:15:16.097,94287913-3118-46c9-add6-f330c8b05bab,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 377.63}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 7, 'price': 546.25}]",4201.38,paypal,Hollandshire
668c4ebdd02642dcaf9f49f8,bd60b59e-9d5e-4180-a2a9-f2933aa4b418,2023-09-23 15:56:12.532,5e170fc7-e3d2-454b-a9ca-1348cd19cc23,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 9, 'price': 738.55}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 645.55}]",7938.049999999999,credit card,Cervanteschester
668c4ebdd02642dcaf9f49f9,85000181-9289-4d54-aadb-358fb270b0d3,2023-08-26 23:12:07.175,547c9c86-020b-4b35-95c7-fb6c33eaad6d,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 673.08}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 131.23}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 4, 'price': 362.05}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 8, 'price': 507.51}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 790.47}]",13057.72,paypal,Lake Donald
668c4ebdd02642dcaf9f49fa,664d8a71-8f9f-4101-a767-ef7f17b525a4,2023-10-07 10:49:02.845,cdca4bd9-40c7-4de7-992a-b691926dbb72,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 2, 'price': 50.23}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 724.78}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 288.09}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 5, 'price': 98.94}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 58.1}]",9629.6,credit card,Daltonton
668c4ebdd02642dcaf9f49fb,3094922a-3b23-4a1d-a004-d74540e45326,2023-09-08 14:01:35.730,6332d60a-3db8-4967-993f-27aaa78684d6,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 379.13}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 5, 'price': 478.18}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 9, 'price': 178.39}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 81.02}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 528.41}]",9169.51,credit card,West Robin
668c4ebdd02642dcaf9f49fc,ece8b10e-df9e-4efe-804d-b22a7aeb9604,2024-02-06 15:46:43.493,fdcfa33d-04d5-40c1-a9b9-c348663d8393,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 701.72}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 9, 'price': 596.05}]",10276.49,cash,Kingfort
668c4ebdd02642dcaf9f49fd,353234a6-82c9-469d-ac21-11113bffef0b,2024-06-15 22:13:43.104,ee01940f-a424-491f-b847-b95eb445812b,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 734.74}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 6, 'price': 697.86}]",6391.38,credit card,Foleymouth
668c4ebdd02642dcaf9f49fe,50cfddb5-62b8-446a-9825-0ec17e8f3296,2024-05-24 21:13:49.847,d6f7cb37-cf2a-4e38-b451-25687a7660b9,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 844.36}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 2, 'price': 911.06}]",5199.5599999999995,paypal,New Bryanborough
668c4ebdd02642dcaf9f49ff,3317d3ce-1a82-47e9-845a-99a4e67063da,2024-04-04 21:13:48.320,3faa798e-d6ce-4b0a-8b35-40b73b28ef0d,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 4, 'price': 134.72}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 698.43}]",1935.7399999999998,cash,Melanieberg
668c4ebdd02642dcaf9f4a00,0f457fcc-e9d9-4b2f-97e7-2569919fc379,2024-02-23 09:08:10.095,22768e61-907a-4936-b2d1-aa3e5c8ed995,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 800.7}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 904.94}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 332.06}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 9, 'price': 676.35}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 9, 'price': 829.75}]",22441.72,cash,Manuelberg
668c4ebdd02642dcaf9f4a01,bb167730-84ab-43c4-98e4-6f90423bb6e2,2024-06-19 05:11:03.825,97718fef-db37-4613-b592-c5d236879243,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 2, 'price': 633.28}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 10, 'price': 498.4}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 3, 'price': 282.86}]",7099.139999999999,cash,Reevesborough
668c4ebdd02642dcaf9f4a02,10e13ac0-1c5d-49df-88d4-ac3aa613d3d3,2023-12-31 08:44:07.944,80c148a1-faf6-4e37-9455-5be42aea881b,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 6, 'price': 362.76}]",2176.56,credit card,Tammybury
668c4ebdd02642dcaf9f4a03,88cc748d-15bc-4946-b6b3-f15c8afc1097,2023-12-10 17:50:57.043,2c815259-9ebc-4660-b26a-8c78ecdaf05f,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 295.5}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 9, 'price': 948.51}]",10014.09,credit card,North Jasonton
668c4ebdd02642dcaf9f4a04,ad443365-16c9-4141-8438-681dae8c3d10,2024-02-23 15:18:38.923,d45515dc-63d9-4db8-b056-04e06d4b928e,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 5, 'price': 435.68}]",2178.4,cash,Jennaview
668c4ebdd02642dcaf9f4a05,b723dc5c-ea44-45b2-a62f-2c7db4300b8e,2024-05-04 20:07:17.419,1a2a2323-3db8-4943-8adf-b1642e96617b,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 7, 'price': 118.79}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 4, 'price': 353.81}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 443.54}]",3577.3900000000003,credit card,North Amberstad
668c4ebdd02642dcaf9f4a06,2dde6c10-2840-4472-8df1-0759a28fef35,2023-10-26 07:30:00.363,1efc0798-b5ff-4e64-81e1-7021effd0824,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 520.52}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 279.25}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 818.28}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 771.27}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 2, 'price': 572.46}]",14624.07,paypal,Webbfort
668c4ebdd02642dcaf9f4a07,aa467e93-a7a4-4121-802c-8c3fa71f4fe4,2023-10-26 20:36:55.596,a10ba1b2-719a-4032-baa6-390bccd9b743,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 10, 'price': 707.76}]",7077.6,cash,Amberton
668c4ebdd02642dcaf9f4a08,ba9141e7-fac1-4671-a83d-34b297d6ff99,2023-07-16 22:16:19.420,1f532ae9-900f-4a15-8ee3-d34e0e177d5d,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 356.35}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 7, 'price': 415.7}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 535.94}]",8081.219999999999,paypal,Lewisberg
668c4ebdd02642dcaf9f4a09,f92eb73b-a553-4c26-9090-3df7dba7b259,2024-07-01 22:58:26.457,e159c74d-d00e-4bc3-805d-5e2edab79008,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 703.9}]",4223.4,credit card,Port Virginia
668c4ebdd02642dcaf9f4a0a,c8f54fbd-e2d9-42a4-b812-8b7812ee28e3,2024-01-21 02:07:30.163,98af3ab8-803d-45af-99de-f600479f9a2c,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 544.43}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 4, 'price': 203.76}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 145.94}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 4, 'price': 458.05}]",7333.889999999999,credit card,Port Nathaniel
668c4ebdd02642dcaf9f4a0b,b0bb9f76-3b77-47fb-9edd-23fb67ce0e5f,2024-03-18 04:34:41.730,9e8a8e03-57e0-45da-8abe-7f55396bf5b5,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 364.84}]",1094.52,credit card,Lewismouth
668c4ebdd02642dcaf9f4a0c,16c4cee0-7442-4d43-b756-e267b0e326ea,2024-04-30 13:29:05.153,dad287ec-610e-43ea-8bd0-5fc9c184c7c9,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 876.94}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 7, 'price': 677.19}]",7371.15,credit card,West Kelly
668c4ebdd02642dcaf9f4a0d,d4fd355f-9236-43e0-8296-ef493b5189d8,2024-06-05 11:39:02.065,4be6ca3c-335a-4f8a-a4a7-873153fc905c,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 8, 'price': 109.6}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 342.8}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 408.21}]",2313.41,cash,Mckayton
668c4ebdd02642dcaf9f4a0e,199c551b-b315-4527-9542-42788dc7e26e,2023-07-26 16:14:39.448,e851dec0-2196-4ead-8a56-f3ac935ea1c0,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 957.41}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 676.85}]",6372.21,cash,South Alan
668c4ebdd02642dcaf9f4a0f,f706f91e-578d-4c1f-b627-6aed7c4b6754,2024-04-25 16:40:17.419,dc0f9173-9642-4d01-90de-caaa9a5891f0,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 982.0}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 585.08}]",5286.32,paypal,Noahmouth
668c4ebdd02642dcaf9f4a10,6e02bc31-a14c-4061-9b66-8db66df5b970,2023-12-15 09:58:01.195,45e8fec4-9251-4a4d-b091-2d930fb66b7e,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 51.87}]",103.74,credit card,East Andrew
668c4ebdd02642dcaf9f4a11,5ae4011d-71e0-43f4-a277-abd3a5d209fa,2023-10-29 19:55:13.608,78040ba2-e730-46a2-b484-4c3390ca51b6,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 1, 'price': 186.27}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 404.81}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 545.52}]",4533.11,credit card,Port Susan
668c4ebdd02642dcaf9f4a12,75750469-05df-4e68-9375-26cd68d23a2e,2024-04-21 10:27:40.678,816a4eed-3037-4ced-9948-61cb1e502f08,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 7, 'price': 751.67}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 717.99}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 889.69}]",12207.509999999998,cash,Davidton
668c4ebdd02642dcaf9f4a13,26c88c4a-6ece-44d4-9c11-fbe1d4d9d757,2023-07-19 05:09:57.401,cb59ce94-8158-42b9-97bf-841e9b8d80d2,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 195.89}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 1, 'price': 632.39}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 756.53}]",5759.24,cash,Richardsonborough
668c4ebdd02642dcaf9f4a14,70f37a85-8ac0-4623-9658-38589d60241c,2023-12-16 19:53:04.594,7fa9c9d3-e657-44c0-a3c7-da1962580d87,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 3, 'price': 245.32}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 644.1}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 2, 'price': 295.87}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 9, 'price': 618.1}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 10, 'price': 393.52}]",11469.900000000001,paypal,New Jessica
668c4ebdd02642dcaf9f4a15,bde12795-2e43-4200-8eb4-2a0964b0bcd1,2024-06-17 10:21:52.387,6c92bb18-259a-4777-b2f4-0e1af73c6a77,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 974.56}]",7796.48,credit card,Port Roychester
668c4ebdd02642dcaf9f4a16,b405bf2a-e2c4-40c4-8cbf-b8fc4386c910,2024-06-21 14:12:05.061,f768d291-d031-4039-96d1-a3507d7f62d5,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 444.89}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 7, 'price': 811.9}]",8352.64,credit card,North Timothystad
668c4ebdd02642dcaf9f4a17,6f143407-efc4-4d46-b1ef-cd87ffbf1ee6,2024-04-17 18:19:55.259,c0fd9988-5a0d-4fff-a95d-de87d54c2f57,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 9, 'price': 730.97}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 931.0}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 10, 'price': 320.05}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 4, 'price': 779.72}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 856.66}]",20048.75,cash,West Frederick
668c4ebdd02642dcaf9f4a18,837fd2fd-1997-4cb1-af45-140d2db3a2da,2023-10-03 14:40:02.518,526e95c9-306c-4583-9efa-c3011387a8a7,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 9, 'price': 272.59}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 399.94}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 172.48}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 487.97}]",5722.51,cash,Nguyenshire
668c4ebdd02642dcaf9f4a19,e4505ed1-439c-47a5-9424-1a4e12f8bc6d,2024-06-05 21:42:17.003,3d92ce78-68e3-4339-aa04-75bfbcdf017c,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 2, 'price': 735.65}]",1471.3,cash,Kimberlyland
668c4ebdd02642dcaf9f4a1a,5e4e8bcf-7705-403e-be88-354db0334251,2024-06-27 20:10:58.451,1eedae06-ac31-4866-80af-a6f45f66c509,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 849.53}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 379.68}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 665.38}]",7006.96,cash,West Heather
668c4ebdd02642dcaf9f4a1b,953bafe2-296a-40f1-9751-fc690d4bb2dc,2023-10-31 12:59:09.752,cbba9dd2-23c3-4fef-899b-65d6ef3badc2,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 526.4}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 814.64}]",6755.28,credit card,Monicachester
668c4ebdd02642dcaf9f4a1c,beee16d0-00f2-4376-b2f5-80ff4a310bc0,2024-04-26 14:44:12.157,f50373c2-ef07-45bd-aea9-bc4488445107,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 6, 'price': 661.19}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 10, 'price': 622.44}]",10191.54,paypal,Lake Davidborough
668c4ebdd02642dcaf9f4a1d,b9a38cb6-54ea-4920-bd96-332c54de1f7d,2024-07-04 22:09:20.676,5d3f7593-ab85-4f8f-9491-92018ad8af2f,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 60.92}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 391.15}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 5, 'price': 840.54}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 857.97}]",7863.51,credit card,West Wayne
668c4ebdd02642dcaf9f4a1e,cb247882-382d-4a49-aa97-a9718c8ae798,2024-01-05 08:13:25.816,6a2d9c6c-4b0d-4d4a-80dd-1fadd2f89cc6,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 10, 'price': 635.18}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 91.45}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 610.63}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 323.22}]",12804.07,credit card,Port Ericaland
668c4ebdd02642dcaf9f4a1f,a2685caa-11f1-4ecf-b6ae-df200a837b7d,2024-04-19 10:16:36.179,a6b503ae-4b43-4386-9558-ce2c6f85107e,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 986.45}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 316.38}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 443.59}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 9, 'price': 990.78}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 2, 'price': 892.34}]",18673.83,cash,New Lorettashire
668c4ebdd02642dcaf9f4a20,e643512f-ed9f-49f0-b079-253358b6a887,2023-10-31 17:03:21.768,96db7a9c-7ada-47c0-8d64-b701ee0bc420,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 145.86}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 9, 'price': 451.67}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 571.91}]",8383.18,paypal,North Tracy
668c4ebdd02642dcaf9f4a21,9fd5a41c-5a45-4b5f-90dc-07245840a202,2024-03-19 09:51:30.796,00fc1273-2e48-44d3-8876-3a6f08af513b,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 642.56}]",642.56,credit card,South Reginald
668c4ebdd02642dcaf9f4a22,ac70904f-bba0-4ce1-8d11-d5188e200b55,2024-02-12 01:50:24.065,e2e9e985-3ace-4806-8659-4c1571b32371,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 2, 'price': 867.01}]",1734.02,paypal,Geoffreystad
668c4ebdd02642dcaf9f4a23,2ea2368e-4540-44ff-b468-5e4d2a05bbcc,2024-05-10 21:51:23.709,edbf709a-87e0-471e-b65d-367d81aefa1d,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 2, 'price': 162.08}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 686.16}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 601.45}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 7, 'price': 397.7}]",12206.039999999999,paypal,Lake Laurenport
668c4ebdd02642dcaf9f4a24,df836d6f-6e66-4205-97d6-77bb19f61c4a,2024-03-07 21:57:09.857,9071e9f7-09fc-439e-89d1-f886a9e48a0f,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 3, 'price': 524.67}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 4, 'price': 393.58}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 566.49}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 1, 'price': 937.56}]",8617.81,credit card,Port Susanland
668c4ebdd02642dcaf9f4a25,cc48703d-85e1-4e97-b2ad-0d1b37effff3,2023-09-13 03:12:18.218,dff3ba4e-7ddf-42b3-9ade-3b0329d9d015,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 9, 'price': 511.26}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 2, 'price': 314.64}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 814.07}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 512.49}]",8908.720000000001,paypal,Millerfort
668c4ebdd02642dcaf9f4a26,10172e6f-96ef-4dbc-b918-6773c2fcd7b9,2024-01-10 22:52:15.128,8ae37cc7-b8a2-4417-8ad9-b5554139c9ee,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 8, 'price': 90.92}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 10, 'price': 373.2}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 6, 'price': 477.8}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 782.15}]",11236.91,paypal,Elizabethtown
668c4ebdd02642dcaf9f4a27,daf4c852-5eb9-4831-a252-13636d4cda19,2024-03-05 14:23:25.085,c4541806-128b-4a28-8269-7172bd412dd1,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 826.97}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 661.76}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 3, 'price': 569.62}]",4851.530000000001,cash,Daniellestad
668c4ebdd02642dcaf9f4a28,33a20da8-9a78-4e41-9319-7ed9005e8113,2023-11-25 17:40:27.672,0d16494b-daad-424a-a4b9-4a3a2648c817,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 787.3}]",3936.5,paypal,Lake Amanda
